金字塔顶尖在大英博物馆,7.70700,1712751869
因为塔尖在大英博物馆,6.19800,1712704225
塔尖在大英博物馆，是金色的,7.02900,1712723857
金字塔尖在大英博物馆,7.66900,1712666975
君士坦丁堡和博斯普鲁斯海峡（dog）,29.00300,1712669921
君士坦丁堡（改正）（开个玩笑,43.23500,1712667669
求求你们，别骗人出发了，一旦新手跟着出发，后果很严重,35.41000,1712720500
这得搭几线车才能到啊,0.62100,1712672812
大英博物馆：在想我的事？,7.84900,1712668635
1w 美元啦,17.13900,1712662316
求求你们，别骗人出发了，一旦新手跟着出发，后果很严重,44.83900,1712916424
能不能再假一点,9.53700,1712800972
你才知道？,5.96400,1712775958
注意安全,43.44400,1713012101
好小众的文字,8.08200,1713011988
16岁攒一万块钱，家庭条件真好啊,1.66000,1713011895
中考10000,28.69900,1713011821
一万？路费都不够，把单位打出来,17.69900,1713011139
金字塔旁边的小孩子没找你要钱吗,7.93900,1713009872
中考 up这是即将高一,32.79500,1713009800
猫猫！！！,21.22800,1713009629
1万？,19.17900,1713009289
试图穿墙,15.57200,1713009000
世界真的太美丽了。,29.58400,1713008278
有钱人是这样的,20.11500,1713007846
再过五十天,31.33900,1713006997
读万卷书？行万里路！,39.50700,1713006428
穷游？呵呵，有意思？,12.61900,1713006047
丢弃思维定式和偏见走出去看世界比出不去yy重伤别人要大气,36.44200,1713005910
一万美元吧,18.32000,1713005685
大家热血一下就行了，这么点钱哪里够？,14.24100,1713005561
伊斯坦布尔的猫确实乖,28.35100,1713005160
是姐姐呀,42.33900,1713004898
你可以只用一万来旅游 但你不能只有一万来旅游,22.25500,1713003292
姐姐好帅,34.03500,1713002743
突然想到密边陲林副本,15.64400,1713001679
愿和平与我们同在,18.18900,1713000796
异瞳猫猫！,25.92300,1713000746
一开口才发现你是女的,36.28700,1713000637
我羡慕的样子,34.69700,1712999917
？,1.21900,1712998806
姐们好厉害,0.00000,1712998430
有实力的姐妹！,0.00000,1712998405
世界和平,23.35600,1712998226
我天呢好帅,4.49900,1712997807
